number_correct_lifetime,number_attempted_this_session,topic_ratio,number_in_topic,difficulty,time,will_continue
2,2,1.0,1,0.23539726496160607,152.0481089032619,1
2,3,0.0,1,0.43292976826243085,228.07289514084215,1
3,4,1.0,1,0.227118070801605,304.0977936848344,1
4,5,1.0,2,0.22998114553281754,380.12280593847527,1
4,6,0.0,1,0.4234611668926948,456.1476097216821,0
1,1,1.0,1,0.2258909527308034,66.78718048660733,0
1,1,1.0,1,0.3321511341373657,75.87005537769252,1
1,2,0.5,2,0.3318189830032283,151.74011075538505,1
1,3,0.0,1,0.4324968384941684,227.61016613307757,1
2,4,0.5,2,0.43106434165567425,303.4825822931925,1
3,5,1.0,1,0.22466506177807258,379.35513513806245,1
4,6,0.6666666666666666,3,0.42963327731401857,455.23003881357033,0
1,1,1.0,1,0.2287511643872847,75.05550235925224,1
1,2,0.0,1,0.33148716402022504,150.11073942361406,1
1,3,0.0,1,0.2396300755412266,225.16496291073378,1
2,4,1.0,1,0.33117388682027116,300.220857102296,1
3,5,1.0,2,0.3298427129334509,375.27675129385824,1
4,6,1.0,1,0.42203770572580207,450.3347715644012,0
1,1,1.0,1,0.42061566802007627,74.53790310596132,1
2,2,1.0,1,0.4281168804933319,149.07580621192264,1
3,3,1.0,2,0.42668876361283853,223.61398519384838,1
3,4,0.0,1,0.23516186769664446,298.15216417577415,1
3,5,0.0,2,0.2349267058289478,372.6901916237241,1
3,6,0.0,1,0.2244403967162945,447.22821907167406,0
0,1,0.0,1,0.23469177912311887,71.00905751739519,0
3,1,0.0,2,0.3307889070810095,76.7106471887123,1
4,2,1.0,1,0.23839044546568536,153.42139793448501,1
5,3,1.0,1,0.42526207484922574,230.1343957680577,1
5,4,0.0,1,0.33115567685620484,306.84739360163036,1
6,5,1.0,2,0.4282036440367045,383.5626518636322,0
1,1,1.0,1,0.32982452117934863,69.43391563395464,0
1,1,1.0,1,0.23345708734399573,70.5033354584274,1
1,2,0.0,1,0.22421595631957822,141.0064330522938,1
1,3,0.0,1,0.42019505235205623,211.50908486834737,1
1,4,0.0,2,0.2381520550202197,282.01148403037234,0
2,1,1.0,1,0.4187748572997042,69.43802102531956,0
0,1,0.0,1,0.3304581181739285,71.83840626812038,1
1,2,1.0,1,0.22299174036325864,143.67870425003872,0
0,1,0.0,1,0.23791390296519946,75.83613412531687,1
0,2,0.0,1,0.33012766005575456,151.67226825063375,1
1,3,1.0,1,0.32849469665816927,227.51030573247962,1
1,4,0.0,1,0.42483681277437646,303.3483432143255,1
2,5,1.0,2,0.3271662019615111,379.18808480065,1
2,6,0.0,1,0.22852241322289743,455.02663985280583,1
2,7,0.0,1,0.32951287022051745,530.8651949049616,0
0,1,0.0,1,0.32918335735029697,68.26790402963094,0
2,1,0.0,1,0.22276874862289536,69.43601009916242,0
0,1,0.0,1,0.22829389080967455,74.1538526008509,1
0,2,0.0,1,0.3288541739929467,148.30452661820257,0
1,1,1.0,1,0.23667598906223428,75.9759058215274,1
2,2,1.0,2,0.23543931307317204,151.95197117031867,1
3,3,1.0,3,0.22154597987427246,227.9290503447665,1
4,4,1.0,1,0.4173560824424045,303.9064117701293,1
5,5,1.0,4,0.23420387376009888,379.8848441529418,1
5,6,0.0,1,0.4277754403926678,455.8632765357543,1
6,7,1.0,5,0.2203244338943982,531.8427161770122,0
0,1,0.0,1,0.4169387263599621,75.18125578421659,1
0,2,0.0,1,0.4273476649522751,150.36251156843318,1
0,3,0.0,2,0.4244119759616021,225.54376735264975,1
1,4,1.0,1,0.23296966988633877,300.72607350369327,1
2,5,1.0,2,0.23173670021645243,375.9094239807142,1
2,6,0.0,1,0.3297975323956988,451.0927744577352,1
2,7,0.0,3,0.42398756398564047,526.2757744269693,1
2,8,0.6666666666666666,3,0.22010410946050382,601.4587743962034,1
3,9,1.0,1,0.3258390357595496,676.6432400842209,1
3,10,0.0,2,0.4165217876336021,751.8258376948534,0
1,1,1.0,1,0.4225635764216548,74.68658927226032,1
1,2,0.0,1,0.3294677348633031,149.37317854452064,1
1,3,0.0,2,0.3291382671284398,224.05976781678095,1
1,4,0.0,3,0.32880912886131136,298.7463570890413,0
0,1,0.0,1,0.4161052658459685,70.31967418681367,0
1,1,1.0,1,0.21888400535104333,74.67407041988459,1
2,2,1.0,2,0.23050496351623598,149.34948557554333,1
3,3,1.0,3,0.22927445855271975,224.02623772441342,1
4,4,1.0,1,0.42114101284523314,298.7051056240899,1
5,5,1.0,1,0.32748031973245,373.3858781126529,0
1,1,1.0,1,0.22706559691886488,74.04220816903307,1
1,2,0.0,1,0.4269203172873229,148.08127646545674,1
1,3,0.0,1,0.3285253198189537,222.1203447618804,0
0,1,0.0,1,0.22683853132194604,71.77509156573028,1
0,2,0.0,1,0.22904518409416702,143.55018313146056,1
1,3,1.0,1,0.4254933969700356,215.32870367050793,0
0,1,0.0,1,0.4207198718323879,71.42573756049681,0
0,1,0.0,1,0.22881613891007285,68.37759701600352,1
1,2,1.0,1,0.42406790357306556,136.75798093125542,1
2,3,1.0,1,0.32615283941271755,205.1405090228568,0
0,1,0.0,1,0.32819679449913475,75.23526781589075,1
0,2,0.0,1,0.2186651213456923,150.47039187146217,1
0,3,0.0,1,0.3258266865733048,225.7055159270336,1
0,4,0.0,1,0.41568916058012256,300.94063998260503,1
0,5,0.0,1,0.4236438356694925,376.17576403817645,1
0,6,0.0,2,0.423220191833823,451.4106098314574,1
1,7,1.0,1,0.2256116927906241,526.6468556709666,0
1,1,1.0,1,0.4142734714195424,70.39640204309721,1
1,2,0.0,1,0.4202991519605555,140.79280408619442,1
2,3,1.0,1,0.2174464562243466,211.1901296028229,1
2,4,0.0,1,0.3278685977046356,281.58570344816496,1
2,5,0.0,2,0.41987885280859494,351.981277293507,0
0,1,0.0,1,0.22858732277116278,68.57935631705143,0
0,1,0.0,1,0.23322363025665174,72.18571272453799,0
0,1,0.0,1,0.327540729106931,68.9898815244583,0
1,1,1.0,1,0.42179697164198915,72.58066846682922,1
1,2,0.0,1,0.23299040662639509,145.1591303898207,0
0,1,0.0,1,0.41385919794812287,72.12823131551782,0
0,1,0.0,1,0.32721318837782404,70.31768183467071,0
1,1,0.0,2,0.4213751746703472,75.08076604359002,1
1,2,0.0,1,0.32551319672379003,150.16136783771069,1
1,3,0.5,2,0.3255008598867315,225.24196963183135,1
1,4,0.3333333333333333,3,0.3251753590268448,300.322571425952,1
1,5,0.25,4,0.3248501836678179,375.40081212853755,0
1,1,0.5,2,0.22438608109783348,69.87489124524923,0
1,1,1.0,1,0.3241876835270663,70.23419011374754,0
0,1,0.0,1,0.32452533348415014,75.32907203266586,1
0,2,0.0,1,0.42095379949567685,150.65814406533173,1
1,3,1.0,1,0.32588597518944623,225.9895446076705,1
1,4,0.0,2,0.324200808150666,301.32094515000927,1
1,5,0.0,2,0.41945897395578635,376.65234569234804,0
0,1,0.0,1,0.3255600892142568,66.37235188691396,0
1,1,0.0,1,0.3252345291250425,71.77619662176781,1
1,2,0.0,2,0.32490929459591744,143.55239324353562,1
1,3,0.0,1,0.41344533875017475,215.32858986530343,1
1,4,0.0,2,0.41303189341142454,287.10478648707124,0
0,1,0.0,1,0.22416169501673566,74.91826513538913,1
0,2,0.0,1,0.32387660734251533,149.83653027077827,1
0,3,0.0,2,0.3235527307351728,224.75463092387776,1
0,4,0.0,1,0.41261886151801314,299.67273157697724,1
0,5,0.0,3,0.3232291780044376,374.5908322300767,0
3,1,0.5,2,0.4195328456961812,75.84098190708883,1
3,2,0.3333333333333333,3,0.41903951498183056,151.67978853885975,1
3,3,0.0,2,0.3229059488264332,227.51859517063068,1
4,4,0.5,4,0.41811331285048503,303.35982047199263,1
5,5,1.0,1,0.41120624265649514,379.20342253285946,1
6,6,0.5,2,0.22293753332171892,455.04831495390556,0
1,1,1.0,1,0.22735873544839164,73.78243416328425,1
2,2,1.0,2,0.21622900976812226,147.56662676324424,1
2,3,0.0,1,0.3245843853013215,221.3481916888025,0
1,1,1.0,1,0.22613137671294326,72.97391965433101,1
1,2,0.0,1,0.41079503641383863,145.94783930866203,0
1,1,1.0,1,0.2317574162197687,71.54331092706859,1
1,2,0.0,1,0.21601278075835412,143.08662185413718,1
1,3,0.0,1,0.4186204754668487,214.62947529371752,1
1,4,0.0,1,0.32258304287760675,286.1723287332979,1
1,5,0.0,2,0.3222604598347292,357.71482998552074,1
1,6,0.5,2,0.23152565880354894,429.2573312377436,0
1,1,1.0,1,0.41669519953763456,76.7034363782902,1
1,2,0.5,2,0.41627850433809693,153.4068727565804,1
1,3,0.0,1,0.2227145957883972,230.11030913487062,1
1,4,0.3333333333333333,3,0.4182018549913819,306.8137455131608,1
1,5,0.0,2,0.2224918811926088,383.5163034065164,1
2,6,1.0,1,0.32093819937489443,460.22030037967033,0
1,1,1.0,1,0.4167836531363905,73.8084319351894,1
2,2,1.0,1,0.2249052453362303,147.61695059326254,0
1,1,1.0,1,0.21479676797759575,76.17874326850738,1
1,2,0.0,1,0.32386349584353924,152.35574134303354,1
2,3,1.0,1,0.4148622258337588,228.53518493374995,1
2,4,0.5,2,0.41444736360792506,304.7146285244663,1
2,5,0.5,2,0.21458197120961817,380.8940721151827,0
1,1,1.0,1,0.22126938931141618,71.12447397235701,0
1,1,1.0,1,0.21336738923840856,72.27874160427821,1
1,2,0.0,1,0.4103842413774248,144.55748320855642,1
2,3,1.0,2,0.21215402184917015,216.83720434202536,1
3,4,1.0,3,0.21094186782732097,289.1176619900777,1
4,5,1.0,4,0.20973092595949364,361.3983553638159,1
4,6,0.0,1,0.3235396323476957,433.678686821707,1
4,7,0.0,1,0.41636686948325413,505.95855251553076,1
4,8,0.0,1,0.3242598009160202,578.2384182093546,1
4,9,0.0,2,0.3239355411151042,650.5182839031784,0
2,1,1.0,2,0.20852119503353417,72.03757510686214,0
1,1,1.0,1,0.4089738571360474,75.52466145280316,1
2,2,1.0,1,0.2302941331447454,151.05063819697418,1
3,3,1.0,1,0.3226116055739891,226.57845416827587,1
4,4,1.0,1,0.41495050261377087,302.10836079286224,1
4,5,0.0,1,0.22468034009089408,377.6382674174486,1
4,6,0.5,2,0.32228899396841515,453.1679635900497,0
0,1,0.0,1,0.40856488327891133,71.92296280304025,1
0,2,0.0,2,0.40815631839563243,143.8459256060805,1
0,3,0.0,1,0.32321609271534807,215.76856586136614,0
0,1,0.0,1,0.40774816207723685,69.71750936821954,1
0,2,0.0,1,0.20831267383850063,139.4334513247669,0
1,1,1.0,1,0.20710436116466213,73.47518585673956,1
2,2,1.0,1,0.3196172611755196,146.95330231005056,0
1,1,1.0,1,0.2234556597508032,75.69697446817364,1
2,2,1.0,2,0.22223220409105238,151.39532970485482,1
3,3,1.0,3,0.2210099718869613,227.09505753534785,1
4,4,1.0,1,0.4130329162443171,302.7971096936983,1
4,5,0.0,1,0.23006383901160063,378.49916185204876,0
0,1,0.0,1,0.22983377517258904,67.66112450906759,0
1,1,1.0,1,0.31829764391434406,69.44478275078103,0
1,1,1.0,1,0.41353555211115706,68.67113104313023,0
1,1,1.0,1,0.4121220165590459,67.11487374060748,0
0,1,0.0,1,0.32196670497444674,69.71184278968023,0
0,1,0.0,1,0.22078896191507433,68.36392282864823,0
0,1,0.0,1,0.20689725680349746,70.34695197249283,0
1,1,1.0,1,0.3218928766226327,71.76893784147033,0
1,1,1.0,1,0.32064473826947226,69.17417577184061,0
0,1,0.0,1,0.3203240935312028,75.0907234785201,1
0,2,0.0,1,0.22056817295315925,150.1794725529537,1
0,3,0.0,1,0.22104811992210477,225.2682216273873,0
1,1,1.0,1,0.22860394139741647,74.1370389880396,1
2,2,1.0,1,0.4063404139151596,148.27428429901727,1
2,3,0.0,1,0.32157098374601006,222.41152960999491,1
2,4,0.0,2,0.32124941276226404,296.5460185015915,0
0,1,0.0,1,0.3209281633495018,71.01191427715685,1
0,2,0.0,1,0.32000376943767156,142.02351236873756,1
0,3,0.0,1,0.31797934627042973,213.03309998975288,0
1,1,1.0,1,0.2193476047802061,72.14272074841328,0
0,1,0.0,1,0.3176613669241593,72.62090801117573,1
0,2,0.0,1,0.3206072351861523,145.24153513949386,1
0,3,0.0,1,0.20669035954669396,217.86059688018784,1
1,4,0.5,2,0.3163437055572351,290.4820618606046,0
0,1,0.0,1,0.41261988332807276,73.4616571719042,1
0,2,0.0,2,0.4122072634447447,146.92136647314516,1
0,3,0.0,1,0.32028662795096613,220.38076916319523,1
0,4,0.0,1,0.3160273618516779,293.8401718532453,1
1,5,1.0,1,0.31868376566823386,367.30139139107564,1
1,6,0.0,2,0.31996634132301516,440.7610987792761,0
1,1,1.0,1,0.22737533745601907,75.71595583486116,1
2,2,1.0,1,0.21982707180218267,151.4320484711925,1
3,3,1.0,1,0.3186463749816921,227.14994338905564,1
3,4,0.0,1,0.20648366918714725,302.8677103870769,1
3,5,0.0,2,0.2062771855179601,378.58444224839536,1
4,6,1.0,2,0.31732772860671044,454.30137130332525,1
4,7,0.0,3,0.20607090833244215,530.0183003582551,1
4,8,0.0,1,0.31571133448982625,605.7350338403993,0
4,1,1.0,2,0.4049340735012445,74.5382892817375,1
4,2,0.0,2,0.2191282571754259,149.07508912943302,1
4,3,0.0,1,0.3170104008781037,223.61188897712853,0
1,1,1.0,1,0.21790912891825048,71.23245091904889,1
