number_correct_lifetime,number_attempted_this_session,topic_ratio,number_in_topic,difficulty,time,will_continue
2,4,0.5,2,0.43922478516010316,293.6183253602003,1
2,5,0.3333333333333333,3,0.43878556037494304,367.0244186744952,1
2,6,0.25,4,0.43834677481456813,440.4301528744528,1
3,7,0.4,5,0.43690842803975355,513.8390947363081,0
1,1,1.0,1,0.4354715196117138,73.71089207274011,1
2,2,1.0,1,0.33711876119459716,147.42422722163764,1
2,3,0.5,2,0.43503604809210206,221.13441877013162,1
3,4,1.0,1,0.23164352259215398,294.84479444915024,0
1,1,1.0,1,0.3357816424334026,70.02087813897849,0
0,1,0.0,1,0.23141187906956182,70.04610806094465,1
1,2,1.0,1,0.43360101204400997,140.0922161218893,0
0,1,0.0,1,0.433167411031966,70.67410448410259,1
0,2,0.0,1,0.33544586079096916,141.34820896820517,1
0,3,0.0,1,0.23118046719049226,212.02057668673302,0
0,1,0.0,1,0.3351104149301782,69.4047066644692,0
1,1,1.0,1,0.333775304515248,74.98707624834522,1
1,2,0.0,1,0.23094928672330178,149.97415249669044,1
2,3,1.0,2,0.3324415292107328,224.9629473665488,1
2,4,0.0,2,0.2307183374365785,299.9517422364072,1
2,5,0.0,1,0.43273424362093404,374.9405371062656,1
3,6,1.0,3,0.33110908768152203,449.9310424172259,1
3,7,0.0,2,0.44955,524.9212187618359,0
0,1,0.0,1,0.3307779785938405,69.97676716395569,0
0,1,0.0,1,0.23048761909914192,69.46188810857322,0
0,1,0.0,1,0.23025713148004276,69.97466097399993,0
1,1,1.0,1,0.3294472006152467,70.0518908892948,0
1,1,1.0,1,0.22902687434856273,74.18961553818798,1
1,2,0.0,1,0.3291177534146314,148.37759156048196,1
2,3,1.0,1,0.4313015093773131,222.56772085983334,1
2,4,0.0,2,0.32878863566121674,296.7559304985551,1
3,5,1.0,2,0.4298702078679358,370.9466555701863,0
1,1,1.0,1,0.22779784747421417,74.12671513330334,1
2,2,1.0,2,0.22657004962673993,148.25539956822172,1
2,3,0.0,1,0.42944033766006784,222.38384066349136,0
0,1,0.0,1,0.32845984702555553,72.54623205536988,1
0,2,0.0,1,0.22634347957711318,145.0912328274939,1
0,3,0.0,1,0.42901089732240777,217.63623359961795,1
0,4,0.0,2,0.32813138717852997,290.181234371742,0
0,1,0.0,1,0.4285818864250854,69.95589488754624,0
1,1,1.0,1,0.4271533045386603,73.2794540128613,1
1,2,0.5,2,0.4267261512341216,146.55512843524917,0
1,1,1.0,1,0.32680325579135144,74.5644582035723,1
2,2,1.0,1,0.4252994250828875,149.13146611102565,1
3,3,1.0,2,0.3254764525355601,223.6987323035151,1
4,4,1.0,2,0.44810045000000004,298.2686823658594,1
5,5,1.0,3,0.44665234955000005,372.8413053690952,0
0,1,0.0,1,0.4248741256578046,73.10168596666665,1
0,2,0.0,2,0.4244492515321468,146.20300921932107,1
0,3,0.0,1,0.2261171360975361,219.30287216080035,0
1,1,1.0,1,0.22489101896143857,71.5826367793905,0
0,1,0.0,1,0.32515097608302457,72.49164826378316,1
0,2,0.0,1,0.4240248022806147,144.98286158292055,1
0,3,0.0,1,0.22466612794247712,217.47384444361256,1
0,4,0.0,2,0.22444146181453464,289.9648273043046,1
0,5,0.0,2,0.3248258251069415,362.4539074026491,1
0,6,0.0,3,0.22421702035272012,434.94298750099364,0
0,1,0.0,1,0.32450099928183457,71.64220090187376,1
1,2,1.0,1,0.2229928033323674,143.2856014115466,1
1,3,0.0,1,0.4236007774783341,214.92900192121942,1
1,4,0.0,2,0.32417649828255274,286.5706661402333,1
1,5,0.0,3,0.3238523217842702,358.2119743221566,1
1,6,0.0,4,0.3235284694624859,429.85292681722945,0
0,1,0.0,1,0.22276981052903502,71.39745083850332,1
0,2,0.0,1,0.32320494099302344,142.7946510046794,0
0,1,0.0,1,0.222547040718506,70.15253528837857,1
0,2,0.0,2,0.2223244936777875,140.30358841557137,1
0,3,0.0,3,0.22210216918410972,210.4546415427642,0
1,1,1.0,1,0.3218817360520304,74.63789605299606,1
1,2,0.0,1,0.2218800670149256,149.27415512316355,1
2,3,1.0,1,0.42217717670085575,223.91353576047405,0
0,1,0.0,1,0.3215598543159784,67.00863304794942,0
0,1,0.0,1,0.42175499952415485,75.26179046520232,1
0,2,0.0,1,0.3212382944616624,150.52358093040465,1
0,3,0.0,2,0.42133324452463067,225.7827190941532,1
0,4,0.0,1,0.22165818694791067,301.04185725790177,0
1,1,0.0,2,0.420911911280106,71.64048973630115,1
1,2,0.0,5,0.3209170561672008,143.28062664354078,1
1,3,0.0,3,0.4204909993688259,214.91897246838772,1
1,4,0.0,4,0.4200705083694571,286.5568565133552,1
1,5,0.0,6,0.32059613911103363,358.19337389951306,1
2,6,1.0,2,0.22043652876096279,429.8310787605816,0
1,1,1.0,1,0.41865043786108763,74.39877114596953,1
1,2,0.0,1,0.3202755429719226,148.79754229193907,1
1,3,0.0,2,0.3199552674289507,223.1963134379086,1
1,4,0.0,3,0.31963531216152175,297.59508458387813,1
1,5,0.5,2,0.41823178742322653,371.993513233876,0
0,1,0.0,1,0.4178135556358033,69.55853527521128,0
1,1,1.0,1,0.31831567684936024,71.87414164916288,0
0,1,0.0,1,0.22021609223220182,71.06473550197026,0
1,1,1.0,1,0.4163957420801675,73.55372755495308,0
0,1,0.0,1,0.3179973611725109,72.83809162879989,1
0,2,0.0,1,0.21999587613996963,145.67618325759977,1
0,3,0.0,2,0.3176793638113384,218.51427488639968,1
0,4,0.0,3,0.317361684447527,291.35236651519955,1
0,5,0.0,1,0.41597934633808736,364.18868250545916,1
0,6,0.0,4,0.3170443227630795,437.0246688813401,0
0,1,0.0,1,0.4155633669917493,74.89529047488767,1
0,2,0.0,2,0.41514780362475756,149.79021518695822,1
0,3,0.0,1,0.21977588026382966,224.68494625755713,1
1,4,1.0,1,0.3157272784403164,299.57995639004315,1
1,5,0.0,3,0.41473265582113283,374.47496652252914,1
2,6,1.0,2,0.3144115511618761,449.37025454392113,1
3,7,1.0,3,0.31309713961071417,524.2669168286682,0
0,1,0.0,1,0.21955610438356585,70.63822709888737,1
0,2,0.0,2,0.2193365482791823,141.2762207778029,1
0,3,0.0,1,0.3127840424711035,211.9142144567184,0
1,1,1.0,1,0.21811721173090315,71.93390442163917,1
1,2,0.5,2,0.21789909451917225,143.86758597522396,1
1,3,0.0,1,0.3124712584286324,215.80126752880875,1
1,4,0.0,2,0.3121587871702038,287.73494908239354,0
1,1,1.0,1,0.31084662838303356,74.46140654764598,1
1,2,0.0,1,0.4143179231653117,148.9225857626722,1
2,3,1.0,2,0.3095357817546505,223.3839353679089,0
1,1,1.0,1,0.21668119542465308,69.78468395171036,0
1,1,1.0,1,0.3082262459728959,73.06923756377128,1
1,2,0.5,2,0.30791801972692295,146.13847512754256,0
1,1,1.0,1,0.4129036052421464,73.72180375749572,1
2,2,1.0,1,0.21546451422922844,147.4447600950091,1
3,3,1.0,2,0.21424904971499922,221.16886208025346,1
3,4,0.5,2,0.44620569720045006,294.89296406549784,1
3,5,0.3333333333333333,3,0.4457594915032496,368.61663916164264,1
3,6,0.25,4,0.44531373201174634,442.3398877719559,0
1,1,1.0,1,0.2130348006652842,73.86721029734662,1
2,2,1.0,1,0.41149070163690427,147.737025796423,1
3,3,1.0,2,0.4100792109352674,221.60719389819,1
4,4,1.0,3,0.4438684182797346,295.4801695913995,0
0,1,0.0,1,0.307610101707196,71.39667489815955,1
0,2,0.0,1,0.40966913172433217,142.78974524282728,0
0,1,0.0,1,0.3073024916054888,69.31272871751554,0
0,1,0.0,1,0.21282176586461893,72.30811935187583,1
0,2,0.0,2,0.2126089440987543,144.6145115490591,0
0,1,0.0,1,0.40925946259260787,72.77710023404792,1
1,2,1.0,1,0.3059951891138833,145.55603651029122,1
1,3,0.5,2,0.30568919392476945,218.33466828764978,1
2,4,1.0,1,0.21139633515465556,291.11330006500833,1
2,5,0.3333333333333333,3,0.3053835047308447,363.8916276387042,0
1,1,1.0,1,0.40785020313001524,74.99852259136327,1
2,2,1.0,2,0.40644235292688524,149.99958957221943,1
3,3,1.0,1,0.3040781212261139,225.0025603980403,1
4,4,1.0,3,0.44242454986145485,300.0082964345646,1
4,5,0.75,4,0.44198212531159337,375.01372584176096,1
5,6,0.8,5,0.4405401431862818,450.02159997327755,0
0,1,0.0,1,0.4060359105739583,68.8213507836963,0
0,1,0.0,1,0.30377404310488776,72.30870771067441,0
1,1,1.0,1,0.30247026906178287,72.68493007793921,1
1,2,0.0,1,0.2111849388195009,145.36827872292952,1
2,3,1.0,1,0.4046298746633844,218.05162736791982,0
1,1,1.0,1,0.3011677987927211,71.8690745717621,0
1,1,1.0,1,0.29986663099392835,69.33098756793471,1
2,2,1.0,1,0.20997375388068137,138.66288975000367,1
3,3,1.0,1,0.403225244788721,207.99654328345414,1
4,4,1.0,2,0.43909960304309553,277.3301968169046,0
0,1,0.0,1,0.2097637801268007,73.43714494331101,1
0,2,0.0,2,0.2095540163466739,146.87428988662202,1
0,3,0.0,3,0.20934446233032722,220.31143482993303,1
0,4,0.0,1,0.2995667643629344,293.74674584706463,1
0,5,0.0,2,0.29926719759857145,367.1817801898727,1
0,6,0.0,4,0.20913511786799688,440.6168145326808,1
1,7,1.0,1,0.4018220195439323,514.0522212844145,0
0,1,0.0,1,0.29896793040097286,72.19300357769431,1
0,2,0.0,2,0.2986689624705719,144.38567870280067,1
1,3,0.3333333333333333,3,0.29737029350810135,216.5795122899125,1
2,4,1.0,1,0.20792598275012888,288.7741565697916,1
3,5,1.0,2,0.20671805676737876,360.9698349400162,0
1,1,1.0,1,0.2960729232145932,70.91512261680423,0
0,1,0.0,1,0.20651133871061136,69.2881890912311,0
1,1,1.0,1,0.20530482737190076,71.4659082014371,0
0,1,0.0,1,0.2957768502913786,67.12903930022428,0
1,1,0.3333333333333333,3,0.4004201975243884,75.25913816374856,1
1,2,0.0,2,0.2954810734410872,150.51827632749712,1
1,3,0.0,2,0.20509952254452887,225.77600425159756,1
2,4,0.5,4,0.399019777326864,301.03625142945657,1
2,5,0.0,3,0.29518559236764613,376.2946397851897,0
0,1,0.0,1,0.39862075754953713,71.17926264280165,0
1,1,1.0,1,0.3972221367919876,68.61327769224914,0
0,1,0.0,1,0.3968249146551956,76.93929497089886,1
0,2,0.0,2,0.3964280897405404,153.8785899417977,1
0,3,0.0,1,0.2948904067752785,230.81788491269657,1
0,4,0.0,3,0.39603166165079984,307.7571798835954,1
1,5,1.0,1,0.20389442302198435,384.697437614941,1
1,6,0.0,4,0.39563562998914903,461.6375217159065,1
1,7,0.0,2,0.29459551636850323,538.5776058168719,0
1,1,1.0,1,0.2933009208521347,72.69386165774173,0
1,1,1.0,1,0.3942399943591599,68.98403267932846,1
2,2,1.0,2,0.3928457543648008,137.97007714074826,1
3,3,1.0,3,0.391452908610436,206.95652983180298,0
1,1,1.0,1,0.3900614557018256,68.53685037333732,0
1,1,1.0,1,0.3886713942461238,71.15495522991377,1
2,2,1.0,1,0.20269052859896236,142.31086579196614,1
2,3,0.5,2,0.3882827228518777,213.46677635401852,1
2,4,0.3333333333333333,3,0.38789444012902585,284.6222652453787,1
3,5,1.0,1,0.2920076199312826,355.77912761619655,1
4,6,0.5,4,0.4376605034400524,426.9385216591698,0
1,1,1.0,1,0.2014878380703634,72.28656282023657,0
1,1,1.0,1,0.29071561231135135,74.33991124397383,1
2,2,1.0,1,0.20028635023229305,148.681375504559,1
3,3,1.0,2,0.28942489669904,223.02507962515557,1
4,4,1.0,1,0.4362228429366124,297.3721537554027,1
5,5,1.0,2,0.43478662009367575,371.72258442351523,1
6,6,1.0,1,0.44855,446.07618429826744,1
7,7,1.0,2,0.44710145,520.4329405262474,1
8,8,1.0,3,0.44565434855,594.7931293709347,0
1,1,1.0,1,0.19908606388206077,67.53482671532593,0
0,1,0.0,2,0.3875065456888968,68.81793449477861,0
0,1,0.0,1,0.3871190391432079,70.36078933617637,1
0,2,0.0,1,0.1988869778181787,140.72137777503377,0
0,1,0.0,1,0.19868809084036054,69.147588047964,0
0,1,0.0,1,0.38673192010406465,70.41994860420603,1
0,2,0.0,2,0.3863451881839606,140.83952401288042,0
0,1,0.0,1,0.1984894027495202,70.7810084171887,0
0,1,0.0,1,0.3859588429957766,70.67204856084506,1
1,2,1.0,1,0.19729091334677068,141.3440971216901,1
1,3,0.0,2,0.38557288415278085,212.01614568253518,0
1,1,1.0,1,0.3841873112686281,74.2698893856161,1
2,2,1.0,1,0.28813547180234095,148.5426077975838,0
1,1,1.0,1,0.2868473363305386,70.72633887777619,0
1,1,1.0,1,0.28556048899420805,71.8989256371065,0
1,1,1.0,1,0.1960936224334239,72.32927622564304,1
1,2,0.0,1,0.38380312395735944,144.65557461988766,1
1,3,0.0,2,0.3834193208334021,216.97889660799075,1
2,4,1.0,2,0.19489752881099048,289.30373950258445,1
3,5,1.0,3,0.1937026312821795,361.63009362542067,0
1,1,1.0,1,0.1925089286508973,72.89257582793815,0
1,1,1.0,1,0.1913164197222464,71.88656196492727,0
0,1,0.0,1,0.28527492850521385,70.99274369526441,0
1,1,1.0,1,0.38203590151256867,73.26023858695955,1
1,2,0.0,1,0.28498965357670863,146.51841706962807,1
1,3,0.0,2,0.28470466392313193,219.7765955522966,1
2,4,1.0,1,0.19012510330252413,293.0361557228512,0
1,1,1.0,1,0.28341995925920876,68.25422367976154,0
0,1,0.0,1,0.2831365392999496,68.77199143881545,0
0,1,0.0,1,0.38165386561105613,71.00704644894651,1
0,2,0.0,1,0.28285340276064963,142.01169850581937,0
0,1,0.0,1,0.282570549357889,72.460874101367,1
0,2,0.0,1,0.18993497819922162,144.9215499663482,1
0,3,0.0,2,0.2822879788085311,217.38222583132944,1
0,4,0.0,2,0.1897450432210224,289.84290169631066,1
0,5,0.0,3,0.18955529817780137,362.30251087105745,1
0,6,0.0,4,0.18936574287962354,434.7610540794737,0
1,1,1.0,1,0.38027221174544507,71.18320720715663,1
2,2,1.0,2,0.3788919395336996,142.36884122115066,1
3,3,1.0,3,0.3775130475941659,213.5568919095917,1
3,4,0.75,4,0.3771355345465717,284.7445470810852,0
0,1,0.0,1,0.2820056908297226,72.35942837261724,1
1,2,1.0,1,0.18817637713674393,144.72014439446872,1
1,3,0.0,1,0.3767583990120252,217.08049755092696,1
1,4,0.0,2,0.2817236851388929,289.4408507073852,1
1,5,0.0,3,0.281441961453754,361.80093279117193,1
1,6,0.0,2,0.37638164061301316,434.1610148749586,0
1,1,1.0,1,0.1869882007596072,76.0101313950863,1
1,2,0.0,1,0.37600525897240017,152.0202627901726,1
1,3,0.0,2,0.37562925371342776,228.0303941852589,1
1,4,0.0,3,0.37525362445971433,304.03824652878194,1
2,5,1.0,2,0.1858012125588476,380.04723360449054,0
0,1,0.0,1,0.3748783708352546,73.1209277522874,1
0,2,0.0,1,0.18561541134628876,146.2418555045748,1
0,3,0.0,2,0.3745034924644194,219.36067444946065,1
0,4,0.0,3,0.37412898897195496,292.4794933943465,1
0,5,0.0,4,0.373754859982983,365.59620635450625,1
0,6,0.0,5,0.37338110512300005,438.712919314666,0
0,1,0.0,1,0.373007724017877,72.46681558508529,1
0,2,0.0,1,0.18542979593494247,144.93343875557815,1
0,3,0.0,2,0.18524436613900752,217.40006192607103,1
0,4,0.0,1,0.28116051949230025,289.8666850965639,1
0,5,0.0,3,0.1850591217728685,362.3333082670568,0
1,1,1.0,1,0.27987935897280797,69.62725000562008,0
0,1,0.0,1,0.2795994796138352,69.49508641346615,1
0,2,0.0,1,0.37263471629385914,138.98982789172703,0
0,1,0.0,1,0.18487406265109566,74.1949303414329,1
1,2,1.0,1,0.2783198801342214,148.38998592115848,0
1,1,1.0,1,0.18368918858844455,69.97454151143742,0
1,1,1.0,1,0.18250549939985608,70.29811867971588,1
1,2,0.0,1,0.37226208157756524,140.59583951691923,1
2,3,1.0,2,0.18132299390045623,210.89469014393302,1
3,4,1.0,3,0.18014167090655575,281.19373437718343,1
3,5,0.0,2,0.4343518334735821,351.49231436904125,0
0,1,0.0,1,0.2780415602540871,75.61598970482541,1
0,2,0.0,2,0.27776351869383303,151.23182777318146,1
0,3,0.0,1,0.3718898194959877,226.84746280461448,1
0,4,0.0,2,0.37151792967649166,302.4630978360475,0
1,1,1.0,1,0.27648575517513924,68.11585691056835,0
0,1,0.0,1,0.3711464117468152,75.33466511543935,1
1,2,0.5,2,0.3697752653350683,150.67166131458924,1
2,3,1.0,1,0.2752092694199641,226.01021979871592,1
2,4,0.3333333333333333,3,0.3694054900697333,301.3487782828426,1
2,5,0.0,1,0.1799615292356492,376.6873367669693,0
1,1,1.0,1,0.17878156770641357,69.43674836979459,0
1,1,0.0,1,0.3690360845796636,71.5826367793905,0
1,1,1.0,1,0.17760278613870717,73.80566526201468,1
2,2,1.0,1,0.27393406015054417,147.61395565309783,0
0,1,0.0,4,0.17742518335256846,72.46662317049288,1
0,2,0.0,2,0.3686670484950839,144.93286377803517,1
0,3,0.0,3,0.36829838144658883,217.39872219336826,1
0,4,0.0,2,0.27366012609039364,289.8645806087013,1
0,5,0.0,4,0.36793008306514224,362.3287197520512,0
0,1,0.0,1,0.1772477581692159,73.12143646978765,1
0,2,0.0,2,0.17707051041104668,146.2428729395753,1
0,3,0.0,1,0.2733864659643032,219.3641145218975,0
1,1,1.0,1,0.3665621529820771,71.794585945482,0
0,1,0.0,1,0.2731130794983389,75.30235043566348,1
1,2,1.0,1,0.3651955908290951,150.60750645665826,1
1,3,0.0,2,0.27283996641884056,225.91266247765302,1
2,4,1.0,2,0.363830395238266,301.21799082825777,0
1,1,0.5,2,0.3634665648430277,73.55012682632153,1
2,2,1.0,1,0.17589343990063563,147.10207935874195,0
0,1,0.0,1,0.3631030982781847,69.37609034133988,1
0,2,0.0,2,0.3627399951799065,138.75218068267975,0
0,1,0.0,1,0.36237725518472663,70.37492125143552,0
1,1,1.0,1,0.174717546460735,73.80905851534914,1
1,2,0.0,1,0.27256712645242176,147.61613190412965,1
1,3,0.0,2,0.2722945593259693,221.42320529291015,1
1,4,0.5,2,0.17454282891427428,295.2291419260153,0
0,1,0.0,1,0.3620148779295419,72.31899766529654,1
0,2,0.0,1,0.17436828608536,144.63782767564513,1
0,3,0.0,2,0.17419391779927465,216.95665768599372,1
0,4,0.0,1,0.2720222647666433,289.2752261413739,0
1,1,1.0,1,0.36065286305161237,67.92799937141923,0
1,1,1.0,1,0.17301972388147538,74.96760129610502,1
2,2,1.0,2,0.1718467041575939,149.9352882671069,1
3,3,1.0,1,0.3592922101885608,224.9031538129335,0
1,1,1.0,1,0.2707502425018767,71.48782348805841,1
1,2,0.0,1,0.17167485745343633,142.97564697611682,1
1,3,0.0,1,0.35893291797837223,214.46347046417523,1
1,4,0.0,2,0.1715031825959829,285.9502210190939,0
1,1,1.0,1,0.35757398506039384,73.89491608167747,1
2,2,1.0,2,0.3562164110753334,147.79194704203937,1
2,3,0.0,1,0.2704794922593748,221.6876172010899,1
2,4,0.0,2,0.27020901276711545,295.5832873601404,1
3,5,1.0,1,0.17033167941338692,369.4791098115255,1
4,6,1.0,3,0.4329174816401085,443.37750069683875,0
1,1,1.0,1,0.2689388037543483,74.79857075643753,1
2,2,1.0,2,0.26766986495059397,149.59726756628953,1
2,3,0.0,1,0.17016134773397354,224.39596437614154,1
3,4,1.0,1,0.35486019466425806,299.19482813456875,0
0,1,0.0,1,0.16999118638623958,71.18371032249031,0
0,1,0.0,2,0.16982119519985334,71.06329029907462,1
0,2,0.0,1,0.35450533446959376,142.12658059814925,0
0,1,0.0,1,0.1696513740046535,72.08560049058711,1
0,2,0.0,2,0.16948172263064884,144.17120098117422,1
0,3,0.0,3,0.1693122409080182,216.25562386713858,1
0,4,0.0,4,0.16914292866711017,288.3400467531029,1
0,5,0.0,1,0.2674021950856434,360.4242104827446,0
1,1,1.0,1,0.2661347928905577,72.67485705614733,1
1,2,0.0,1,0.3541508291351242,145.34971411229466,1
1,3,0.0,1,0.16897378573844307,218.02443912353607,0
1,1,1.0,1,0.26486865809766713,73.6166751406563,1
1,2,0.0,1,0.3537966783059891,147.2333502813126,1
2,3,1.0,2,0.26360378943956947,220.85239863555464,0
0,1,0.0,1,0.3534428816276831,70.57018633443057,0
0,1,0.0,1,0.2633401856501299,71.79076836274173,1
0,2,0.0,1,0.16880481195270464,143.58049869809554,1
0,3,0.0,2,0.16863600714075194,215.37006503604312,1
0,4,0.0,3,0.16846737113361118,287.15946753820145,0
0,1,0.0,1,0.3530894387460554,72.02911960552615,1
0,2,0.0,2,0.35273634930730935,144.05788818607743,1
0,3,0.0,1,0.2630768454644798,216.0849035210976,1
0,4,0.0,1,0.16829890376247758,288.1117513870238,0
0,1,0.0,1,0.26281376861901534,71.43603385259064,1
1,2,0.5,2,0.26155095485039637,142.87423957347727,0
1,1,1.0,1,0.26028940389554595,74.16963635532483,1
2,2,1.0,2,0.2590291144916504,148.3404902632834,1
3,3,1.0,3,0.25777008537715873,222.51278392862957,1
3,4,0.0,1,0.4324845641584684,296.68507759397573,1
3,5,0.0,2,0.4320520795943099,370.8553490183702,1
3,6,0.0,3,0.4316200275147156,445.02562044276465,0
0,1,0.0,1,0.3523836129580021,76.20810450248068,1
0,2,0.0,1,0.2575123152917816,152.41620900496136,1
0,3,0.0,2,0.25725480297648984,228.62431350744203,1
0,4,0.0,2,0.3520312293450441,304.8324180099227,1
0,5,0.0,3,0.3516791981156991,381.0405225124034,0
1,1,1.0,1,0.16713060485871511,70.20645799230886,1
2,2,1.0,1,0.25599754817351333,140.4129159846177,1
2,3,0.0,1,0.3513275189175834,210.61902162160837,0
1,1,1.0,1,0.3499761913986658,74.15991510128097,1
1,2,0.0,1,0.16696347425385638,148.31904432546884,1
1,3,0.0,2,0.16679651077960253,222.4780143178047,1
1,4,0.5,2,0.3496262152072671,296.6369843101406,1
1,5,0.0,1,0.2557415506253398,370.79595430247645,1
1,6,0.3333333333333333,3,0.3492765889920598,444.9545908475268,1
1,7,0.25,4,0.3489273124030678,519.1128942634602,0
0,1,0.0,1,0.16662971426882295,72.28830182794508,1
0,2,0.0,1,0.25548580907471446,144.57660365589015,1
0,3,0.0,2,0.25523032326563977,216.86490548383523,1
0,4,0.0,1,0.3485783850906647,289.1532073117803,1
0,5,0.0,2,0.1664630845545541,361.44089981578395,1
0,6,0.0,3,0.16629662146999957,433.7284080714243,0
0,1,0.0,1,0.3482298067055741,70.91305128440064,1
1,2,1.0,1,0.16513032484852957,141.82738461302233,0
0,1,0.0,1,0.3478815768988685,73.21800106086258,1
1,2,1.0,1,0.25397509294237414,146.43711509417153,1
2,3,1.0,2,0.25272111784943174,219.6562291274805,1
2,4,0.0,1,0.16496519452368105,292.87534316078944,1
3,5,1.0,3,0.25146839673158233,366.0955585688899,1
4,6,0.5,2,0.4301884074872009,439.3176534961197,0
1,1,1.0,1,0.3465336953219696,74.67900769116214,1
2,2,1.0,1,0.16380022932915736,149.35935161718615,1
3,3,1.0,2,0.1626364290998282,224.0410219893959,1
4,4,1.0,2,0.4287582190797137,298.72594240012774,0
1,1,1.0,1,0.34518716162664764,71.93261244635241,1
2,2,1.0,1,0.1614737926707284,143.86522489270482,0
0,1,0.0,1,0.25121692833485076,71.73920809871977,1
1,2,1.0,1,0.343841974465021,143.48074485266756,1
2,3,1.0,1,0.16031231887805766,215.22243141644628,1
3,4,1.0,2,0.342498132490556,286.964117980225,1
3,5,0.6666666666666666,3,0.42832946086063395,358.7054067517567,0
0,1,0.0,1,0.2509657114065159,69.31564198797861,0
1,1,1.0,1,0.1591520065591796,73.94743124934068,1
1,2,0.0,1,0.2507147456951094,147.89464507463472,1
2,3,0.5,2,0.24946403094941427,221.84338558438554,1
2,4,0.5,2,0.15899285455262044,295.79115704558194,1
2,5,0.3333333333333333,3,0.15883386169806782,369.73879075636046,0
3,1,0.25,4,0.24921456691846486,72.19540424016733,1
3,2,0.0,1,0.4279011313997733,144.3886778688399,1
3,3,0.2,5,0.24896535235154638,216.58195149751245,1
3,4,0.0,2,0.4274732302683735,288.7730950705941,1
3,5,0.16666666666666666,6,0.24871638699919485,360.9632720956197,1
3,6,0.0,3,0.42704575703810516,433.1529795103064,1
3,7,0.14285714285714285,7,0.24846767061219566,505.3417208092487,0
0,1,0.0,1,0.24821920294158345,71.68768594597111,1
0,2,0.0,1,0.15867502783636978,143.37521712254022,1
0,3,0.0,2,0.1585163528085334,215.06259368243414,0
0,1,0.0,1,0.24797098373864188,73.21063767077624,1
1,2,1.0,1,0.15735783645572488,146.42283519532333,1
2,3,1.0,2,0.15620047861926914,219.63503271987042,0
0,1,0.0,1,0.1560442781406499,71.3885765384576,1
0,2,0.0,1,0.3421556343580654,142.7746323839816,1
0,3,0.0,2,0.15588823386250925,214.16068822950564,0
0,1,0.0,1,0.3418134787237073,71.00183673155833,0
1,1,1.0,1,0.3404716652449836,74.90080656990693,1
2,2,1.0,1,0.24672301275490324,149.80359476491344,1
2,3,0.0,1,0.15573234562864674,224.7051373000251,0
